acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,latitude,longitude,geojson
413712,,Slight,2,1,28/07/2012,Saturday,28,July,12,14,19,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324220,673710,10258599,Junction,T.V.N.P.,365857,unset,EH37HR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9504802304,-3.21364997842,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.21364997842, 55.9504802304}}"
413912,,Slight,1,1,28/07/2012,Saturday,28,July,12,22,0,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,322350,671100,523488,Junction,Pedestrian,365858,unset,EH141QA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9267341936,-3.24283993862,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.24283993862, 55.9267341936}}"
416112,,Slight,2,2,30/07/2012,Monday,30,July,12,7,15,230,A,90,Single carriageway - 2 lanes,40,'T' or staggered junction,Automatic Traffic Signal,B,701,Darkness: street lights present but unlit,Fine (without high winds),Dry,None,None,No overtaking,318890,674910,519933,Junction,T.V.N.P.,365859,unset,EH48AR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9603903785,-3.29934948927,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.29934948927, 55.9603903785}}"
416312,,Slight,2,2,30/07/2012,Monday,30,July,12,12,15,230,A,720,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325910,667190,2588155,Segment,T.V.N.P.,365860,unset,EH107DR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.8921684947,-3.18480218375,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18480218375, 55.8921684947}}"
416812,,Slight,2,2,30/07/2012,Monday,30,July,12,12,56,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,321170,670940,564601,Segment,T.V.N.P.,365861,unset,EH142AX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.925104857,-3.26167480826,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.26167480826, 55.925104857}}"
418512,,Serious,2,1,28/07/2012,Saturday,28,July,12,21,55,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,321530,675490,12285884,Junction,Cyclist,365862,unset,EH44QT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9660393953,-3.25723833037,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.25723833037, 55.9660393953}}"
419412,,Slight,2,1,31/07/2012,Tuesday,31,July,12,15,55,230,A,901,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326640,676270,531367,Junction,T.V.N.P.,365863,unset,EH65RU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9738545733,-3.17559897339,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17559897339, 55.9738545733}}"
419512,,Slight,2,1,30/07/2012,Monday,30,July,12,17,15,230,B,900,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,325480,675120,519816,Junction,Cyclist,365864,unset,EH74EW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9633445159,-3.19386534613,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19386534613, 55.9633445159}}"
420212,,Serious,2,2,01/08/2012,Wednesday,1,August,12,0,34,230,A,70,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Raining (without high winds),Dry,Road marking defective or obscured,None,No overtaking,322490,671220,561769,Segment,T.V.N.P.,357177,unset,EH141PU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9278348247,-3.24063418207,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.24063418207, 55.9278348247}}"
420512,,Serious,1,3,01/08/2012,Wednesday,1,August,12,5,30,230,Motorway,8,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,311550,671160,562603,Segment,S.V.N.P.,357178,unset,EH288LQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.92540843,-3.4156650695,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.4156650695, 55.92540843}}"
421712,,Slight,3,2,01/08/2012,Wednesday,1,August,12,9,30,230,C,,Single carriageway - 2 lanes,30,Other junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325370,673940,521061,Junction,Cyclist,357179,unset,EH22DL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9527264921,-3.1953004313,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.1953004313, 55.9527264921}}"
421812,,Slight,4,1,01/08/2012,Wednesday,1,August,12,7,20,230,A,90,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,317100,676230,555399,Segment,M.V.N.P.,357180,unset,EH309TH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9719428718,-3.32842223732,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.32842223732, 55.9719428718}}"
422112,,Slight,2,1,01/08/2012,Wednesday,1,August,12,8,15,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,B,701,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,321820,669090,532933,Junction,Cyclist,357181,unset,EH130LB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9085910509,-3.25073908251,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.25073908251, 55.9085910509}}"
422212,,Slight,3,2,29/07/2012,Sunday,29,July,12,20,30,230,A,720,Dual carriageway - 2 lanes,70,Slip road,Give way sign or markings,A,720,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,327120,666940,2588022,Junction,M.V.N.P.,365865,unset,EH209NR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.8901071131,-3.16538981612,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.16538981612, 55.8901071131}}"
423012,,Slight,2,1,27/07/2012,Friday,27,July,12,15,50,230,C,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324620,672680,533338,Junction,Cyclist,365866,unset,EH39NX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9412897958,-3.20695753444,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20695753444, 55.9412897958}}"
423912,,Slight,2,1,02/08/2012,Thursday,2,August,12,14,0,230,A,901,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,B,900,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326730,676160,531355,Junction,T.V.N.P.,357182,unset,EH65JB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9728800874,-3.17412712304,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17412712304, 55.9728800874}}"
425612,,Slight,1,1,03/08/2012,Friday,3,August,12,13,22,230,Motorway,8,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,317100,670340,6452114,Segment,S.V.N.P.,357183,unset,EH129BZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9190305645,-3.32661189746,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.32661189746, 55.9190305645}}"
425712,,Slight,2,1,02/08/2012,Thursday,2,August,12,8,50,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324800,674060,566759,Segment,Cyclist,357184,unset,EH24NG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9537156843,-3.20446096623,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20446096623, 55.9537156843}}"
426112,,Slight,1,1,01/08/2012,Wednesday,1,August,12,10,5,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,C,,Daylight: street lighting unknown,Fine (without high winds),Dry,None,None,No overtaking,325140,674680,520161,Junction,S.V.N.P.,357185,unset,EH36RH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9593387583,-3.19918881218,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19918881218, 55.9593387583}}"
428512,,Slight,1,1,04/08/2012,Saturday,4,August,12,20,10,230,A,702,Single carriageway - 2 lanes,30,Other junction,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324810,673170,521406,Junction,Pedestrian,357186,unset,EH39BG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9457216359,-3.20405266173,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20405266173, 55.9457216359}}"
429212,,Serious,2,1,05/08/2012,Sunday,5,August,12,16,7,230,A,8,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325300,673850,551202,Segment,Cyclist,357187,unset,EH22ER,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9519070678,-3.19639636415,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19639636415, 55.9519070678}}"
430712,,Slight,2,1,06/08/2012,Monday,6,August,12,7,20,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324220,673710,10258599,Junction,Cyclist,357188,unset,EH37HR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9504802304,-3.21364997842,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.21364997842, 55.9504802304}}"
431012,,Slight,1,1,06/08/2012,Monday,6,August,12,14,12,230,B,700,One way Street,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324310,673230,566195,Segment,Pedestrian,357189,unset,EH38DZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9461821853,-3.21207422569,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.21207422569, 55.9461821853}}"
431112,,Slight,1,1,06/08/2012,Monday,6,August,12,6,39,230,B,701,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,B,701,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324800,668240,522519,Junction,S.V.N.P.,357190,unset,EH107AR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9014295647,-3.20284011637,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20284011637, 55.9014295647}}"
431212,,Serious,1,1,06/08/2012,Monday,6,August,12,14,59,230,C,,Dual carriageway - 2 lanes,30,Roundabout,Give way sign or markings,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325170,673990,521073,Junction,Pedestrian,357191,unset,EH22JG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.95314458,-3.19851679331,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19851679331, 55.95314458}}"
432712,,Serious,2,1,06/08/2012,Monday,6,August,12,12,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328140,674170,2106118,Segment,Cyclist,357192,unset,EH87AG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9552150541,-3.15100670778,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.15100670778, 55.9552150541}}"
433312,,Slight,2,1,07/08/2012,Tuesday,7,August,12,16,20,230,A,90,Single carriageway - 2 lanes,30,Slip road,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,323030,674200,520449,Junction,Cyclist,357193,unset,EH42EZ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9546931317,-3.23284332373,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.23284332373, 55.9546931317}}"
433712,,Slight,2,1,07/08/2012,Tuesday,7,August,12,9,0,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324920,672320,12227492,Junction,Cyclist,357194,unset,EH91DU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9381025564,-3.20205505772,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20205505772, 55.9381025564}}"
433912,,Serious,1,1,04/08/2012,Saturday,4,August,12,16,45,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325600,673410,2106562,Segment,Pedestrian,357195,unset,EH11JR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9480007054,-3.19147132352,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19147132352, 55.9480007054}}"
434912,,Slight,2,1,08/08/2012,Wednesday,8,August,12,8,40,230,A,71,Dual carriageway - 2 lanes,30,Roundabout,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,319350,670660,529639,Junction,T.V.N.P.,357196,unset,EH114HD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9222877429,-3.29071209668,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.29071209668, 55.9222877429}}"
436012,,Slight,1,1,08/08/2012,Wednesday,8,August,12,15,0,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325660,673930,521085,Junction,Pedestrian,357197,unset,EH11BQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9526816072,-3.19065406162,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19065406162, 55.9526816072}}"
436112,,Slight,1,1,08/08/2012,Wednesday,8,August,12,17,50,230,A,900,Dual carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326090,674450,520665,Junction,Pedestrian,357198,unset,EH13NQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9574195655,-3.18391127958,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18391127958, 55.9574195655}}"
436912,,Slight,1,1,08/08/2012,Wednesday,8,August,12,15,10,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323640,669130,532969,Junction,Pedestrian,357199,unset,EH139HQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9092425947,-3.22164119093,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.22164119093, 55.9092425947}}"
437512,,Slight,2,1,09/08/2012,Thursday,9,August,12,16,30,230,Unclassified,,Single carriageway - 2 lanes,60,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,315230,672540,6423659,Segment,T.V.N.P.,357200,unset,EH288NQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9384680466,-3.35721805031,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.35721805031, 55.9384680466}}"
439612,,Slight,2,1,10/08/2012,Friday,10,August,12,17,7,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326410,673580,521145,Junction,T.V.N.P.,357201,unset,EH88BB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9496526847,-3.1785491565,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.1785491565, 55.9496526847}}"
439812,,Slight,1,1,10/08/2012,Friday,10,August,12,15,45,230,C,,Single carriageway - 2 lanes,20,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326240,673550,2106511,Segment,Pedestrian,357202,unset,EH88AE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9493571047,-3.18126286241,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18126286241, 55.9493571047}}"
440612,,Slight,2,1,08/03/2012,Thursday,8,March,12,7,23,230,A,702,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324730,673570,548952,Segment,T.V.N.P.,338141,unset,EH12DA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9493026479,-3.20544506359,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20544506359, 55.9493026479}}"
441112,,Slight,3,3,11/08/2012,Saturday,11,August,12,9,0,230,A,8,Roundabout,40,Roundabout,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,317400,672620,9658446,Junction,M.V.N.P.,357203,unset,EH129BQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9395644447,-3.32251009607,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.32251009607, 55.9395644447}}"
441712,,Serious,1,1,11/08/2012,Saturday,11,August,12,0,45,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,324970,672990,533359,Junction,Bus,357204,unset,EH39JG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9441295463,-3.20144107004,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20144107004, 55.9441295463}}"
442312,,Slight,2,1,07/08/2012,Tuesday,7,August,12,19,20,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,312570,674570,517318,Junction,T.V.N.P.,357205,unset,EH299AD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9562274537,-3.40045024908,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.40045024908, 55.9562274537}}"
442812,,Serious,1,1,12/08/2012,Sunday,12,August,12,7,15,230,Unclassified,,Dual carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326780,672340,522075,Junction,Pedestrian,357206,unset,EH165AD,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9385691077,-3.17228838255,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17228838255, 55.9385691077}}"
443212,,Slight,2,1,11/08/2012,Saturday,11,August,12,10,0,230,C,,Dual carriageway - 2 lanes,30,Roundabout,Give way sign or markings,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325340,674030,520509,Junction,T.V.N.P.,357207,unset,EH22LE,Control by other authorised person,Central refuge - no other controls,At scene,55.9535303789,-3.19580572922,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19580572922, 55.9535303789}}"
443312,,Slight,1,1,12/08/2012,Sunday,12,August,12,10,0,230,B,901,Single carriageway - 2 lanes,30,Multiple junction,Automatic Traffic Signal,C,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325930,674380,520599,Junction,Pedestrian,357208,unset,EH13JG,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9567660521,-3.18645434965,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18645434965, 55.9567660521}}"
443612,,Slight,2,1,12/08/2012,Sunday,12,August,12,14,58,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,319580,674090,0,Unset,Cyclist,357209,unset,EH47JQ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9531398868,-3.28805445375,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.28805445375, 55.9531398868}}"
443912,,Slight,1,3,12/08/2012,Sunday,12,August,12,16,10,230,A,720,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325490,667310,2588141,Segment,S.V.N.P.,357210,unset,EH107DR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.8931817731,-3.19154997999,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19154997999, 55.8931817731}}"
444812,,Slight,2,1,12/08/2012,Sunday,12,August,12,17,20,230,B,701,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,329150,668600,2105870,Segment,T.V.N.P.,357211,unset,EH178RF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9053236833,-3.13337102193,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.13337102193, 55.9053236833}}"
445612,,Serious,2,1,13/08/2012,Monday,13,August,12,5,57,230,Unclassified,,Roundabout,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319770,671450,533545,Junction,Cyclist,357212,unset,EH113UP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9294550152,-3.28422707628,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.28422707628, 55.9294550152}}"
445812,,Slight,2,1,11/08/2012,Saturday,11,August,12,14,30,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326000,671590,0,Unset,Cyclist,357213,unset,EH92EF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.931711741,-3.184567944,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.184567944, 55.931711741}}"
446212,,Slight,1,1,13/08/2012,Monday,13,August,12,17,30,230,B,6415,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,330070,674340,563415,Segment,Pedestrian,357214,unset,EH151UF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9570271348,-3.12014406691,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.12014406691, 55.9570271348}}"
446512,,Slight,2,1,14/08/2012,Tuesday,14,August,12,7,50,230,A,71,Single carriageway - 2 lanes,40,Roundabout,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,317980,670200,2307101,Junction,T.V.N.P.,357215,unset,EH144AW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.917923699,-3.31249132419,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.31249132419, 55.917923699}}"
446712,,Slight,2,1,13/08/2012,Monday,13,August,12,16,56,230,C,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327030,675220,519900,Junction,T.V.N.P.,357216,unset,EH68RT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9644808877,-3.16906616566,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.16906616566, 55.9644808877}}"
447512,,Slight,2,1,13/08/2012,Monday,13,August,12,7,35,230,A,1,Single carriageway - 2 lanes,40,Multiple junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327990,674200,520758,Junction,Cyclist,357217,unset,EH87AW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9554621157,-3.15341677773,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.15341677773, 55.9554621157}}"
