acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,Latitude,Longitude
511111,,Slight,2,1,02/08/2011,Tuesday,2,August,11,15,53,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325330,673070,521469,Junction,Cyclist,362734,unset,EH39EN,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9449043162,-3.19570002035
511511,,Slight,2,1,03/08/2011,Wednesday,3,August,11,8,0,230,A,70,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,323470,672250,521991,Junction,Cyclist,362735,unset,EH111NX,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9372450658,-3.22524426104
512411,,Serious,1,2,02/08/2011,Tuesday,2,August,11,17,54,230,A,702,Single carriageway - 2 lanes,30,Multiple junction,Automatic Traffic Signal,A,8,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324720,673670,522381,Junction,Pedestrian,356867,unset,EH12DA,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9501994646,-3.20563309162
512511,,Slight,2,1,02/08/2011,Tuesday,2,August,11,14,30,230,A,900,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,327240,676340,519256,Junction,T.V.N.P.,362736,unset,EH66RR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9745747489,-3.16600509987
512711,,Slight,2,1,03/08/2011,Wednesday,3,August,11,12,35,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,321760,673100,521241,Junction,T.V.N.P.,362737,unset,EH126JQ,Control by other authorised person,Central refuge - no other controls,At scene,55.9446059671,-3.25286055732
512911,,Slight,2,1,03/08/2011,Wednesday,3,August,11,17,20,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323670,675640,12232947,Junction,T.V.N.P.,362738,unset,EH41RD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9677318404,-3.22300288622
513211,,Serious,2,2,04/08/2011,Thursday,4,August,11,21,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,321040,676790,12226678,Segment,T.V.N.P.,362739,unset,EH45EN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9776377611,-3.26546812644
513411,,Slight,1,1,03/08/2011,Wednesday,3,August,11,15,0,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325640,673490,521547,Junction,Pedestrian,362740,unset,EH11EE,Control by other authorised person,Central refuge - no other controls,At scene,55.9487256065,-3.19085296308
513511,,Slight,1,1,03/08/2011,Wednesday,3,August,11,12,15,230,Unclassified,,Single carriageway - 2 lanes,20,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lighting unknown,Fine (without high winds),Dry,None,None,No overtaking,311900,674770,0,Unset,Pedestrian,362741,unset,EH299ED,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9579016809,-3.4112440096
513811,,Slight,1,1,30/07/2011,Saturday,30,July,11,1,0,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lighting unknown,Fine (without high winds),Dry,Road works present,Other object in carriageway,No overtaking,324450,673270,521376,Junction,S.V.N.P.,362465,unset,EH38ED,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9465635652,-3.20984408041
514011,,Slight,1,1,25/03/2011,Friday,25,March,11,16,40,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327170,675810,0,Unset,Pedestrian,356869,unset,EH68HP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9698026563,-3.16698325715
514211,,Slight,2,1,04/08/2011,Thursday,4,August,11,16,45,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325800,674340,566777,Segment,T.V.N.P.,362742,unset,EH13HP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.956386637,-3.18852517613
514711,,Slight,1,1,03/04/2011,Sunday,3,April,11,18,15,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326760,671760,569321,Segment,Bus,356871,unset,EH92BU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9333553655,-3.17245111523
515311,,Slight,1,1,30/07/2011,Saturday,30,July,11,11,30,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326490,671850,529456,Junction,Pedestrian,362466,unset,EH91SX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9341227208,-3.17679685578
515411,,Slight,2,1,05/08/2011,Friday,5,August,11,7,40,230,B,701,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319080,674170,520356,Junction,Cyclist,362743,unset,EH48DB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9537746251,-3.29608446665
515811,,Serious,1,1,03/08/2011,Wednesday,3,August,11,13,45,230,B,9080,Single carriageway - 2 lanes,60,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,311110,674940,12230607,Segment,Cyclist,362744,unset,EH299EF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9592832771,-3.4239504477
516311,,Slight,1,2,05/08/2011,Friday,5,August,11,8,0,230,Unclassified,,Single carriageway - 2 lanes,60,'T' or staggered junction,Stop sign,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,317210,668720,12230241,Junction,S.V.N.P.,362745,unset,EH144AD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9044962783,-3.32435594658
516811,,Slight,1,1,05/08/2011,Friday,5,August,11,15,10,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324680,673630,0,Unset,Pedestrian,362746,unset,EH12AE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9498338437,-3.20626237118
517511,,Serious,2,1,05/08/2011,Friday,5,August,11,17,0,230,A,90,One way Street,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324610,673890,520971,Junction,T.V.N.P.,362747,unset,EH24DR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9521586611,-3.20745585275
518311,,Slight,2,1,06/08/2011,Saturday,6,August,11,11,22,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323340,674890,520071,Junction,Cyclist,362748,unset,EH41QL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9609414759,-3.22807554788
519111,,Slight,2,1,06/08/2011,Saturday,6,August,11,19,2,230,B,900,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,323740,674670,520083,Junction,T.V.N.P.,362749,unset,EH41BQ,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.959028717,-3.22160702221
520011,,Slight,1,1,07/08/2011,Sunday,7,August,11,10,0,230,A,7,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326090,673170,521580,Junction,Bus,362750,unset,EH89BZ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9459201745,-3.1835603837
521511,,Slight,1,1,07/08/2011,Sunday,7,August,11,16,0,230,A,71,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,318470,670280,2578732,Segment,S.V.N.P.,362751,unset,EH144AW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9187256632,-3.30467673397
521611,,Serious,1,2,08/08/2011,Monday,8,August,11,13,55,230,C,,Single carriageway - 2 lanes,30,Roundabout,Give way sign or markings,C,,Daylight: street lighting unknown,Fine (without high winds),Dry,None,None,No overtaking,325130,674000,521067,Junction,Bus,362752,unset,EH21EX,Control by other authorised person,Zebra crossing,At scene,55.9532281875,-3.1991600739
522911,,Slight,2,1,06/08/2011,Saturday,6,August,11,11,45,230,A,199,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,331350,672910,2106187,Segment,Cyclist,362753,unset,EH152NE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9443643898,-3.09928111697
523611,,Serious,2,1,06/08/2011,Saturday,6,August,11,11,15,230,A,1,Single carriageway - 2 lanes,40,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,331220,672910,521502,Junction,T.V.N.P.,362754,unset,EH153QH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9443458049,-3.10136235338
523911,,Slight,2,2,08/08/2011,Monday,8,August,11,12,20,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326250,673800,521169,Junction,T.V.N.P.,362755,unset,EH88BH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9516046168,-3.18117113202
524611,,Serious,1,1,08/08/2011,Monday,8,August,11,8,0,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,322560,672460,559248,Segment,Pedestrian,362756,unset,EH112QE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9389859385,-3.23986980147
524811,,Fatal,2,1,09/08/2011,Tuesday,9,August,11,18,42,230,A,1140,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,329030,674250,523440,Junction,Cyclist,362757,unset,EH76PX,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9560660659,-3.13677550672
525011,,Slight,1,1,09/08/2011,Tuesday,9,August,11,12,10,230,C,,Single carriageway - 2 lanes,20,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325670,673400,567153,Segment,Bus,362758,unset,EH11EJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9479216981,-3.19034783147
525111,,Slight,1,1,09/08/2011,Tuesday,9,August,11,12,15,230,A,8,Dual carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325650,673950,521088,Junction,Pedestrian,362759,unset,EH22BY,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9528597375,-3.1908197018
525311,,Slight,1,1,09/08/2011,Tuesday,9,August,11,12,38,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,89,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,312140,672820,517558,Junction,Pedestrian,362760,unset,EH288SJ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9404285668,-3.40676548505
525611,,Slight,2,1,09/08/2011,Tuesday,9,August,11,16,51,230,A,7,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,C,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,328650,670350,530125,Junction,Cyclist,362761,unset,EH164SZ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.920971987,-3.14182962403
525811,,Slight,2,1,09/08/2011,Tuesday,9,August,11,17,37,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,C,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,328630,670360,530125,Junction,T.V.N.P.,362762,unset,EH164SZ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9210588611,-3.14215225894
526011,,Slight,1,1,09/08/2011,Tuesday,9,August,11,14,54,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,C,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325530,674100,520563,Junction,Pedestrian,362763,unset,EH22PA,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9541887346,-3.19278263934
527311,,Slight,3,1,06/08/2011,Saturday,6,August,11,3,21,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,313820,670700,12231764,Junction,M.V.N.P.,362764,unset,EH288RD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.921688199,-3.37919835238
528111,,Slight,1,1,07/08/2011,Sunday,7,August,11,17,30,230,A,900,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,326800,675580,519478,Junction,Pedestrian,362765,unset,EH68NR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9676800983,-3.17284800289
528911,,Slight,1,1,10/08/2011,Wednesday,10,August,11,14,28,230,A,7,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,325980,673490,569294,Segment,Bus,362766,unset,EH11NQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9487780945,-3.18540927937
529211,,Slight,2,2,10/08/2011,Wednesday,10,August,11,16,35,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,324380,675980,563652,Segment,T.V.N.P.,362767,unset,EH35PR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9708986501,-3.21172520521
529411,,Slight,2,1,09/08/2011,Tuesday,9,August,11,15,1,230,A,900,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,326540,675100,2578478,Segment,Bus,362768,unset,EH74NY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9633281252,-3.17688197002
529611,,Slight,3,1,27/07/2011,Wednesday,27,July,11,17,25,230,Motorway,9,Dual carriageway - 2 lanes,70,Slip road,Give way sign or markings,A,800,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,313780,677030,0,Unset,M.V.N.P.,362467,unset,EH309SR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9785447461,-3.38186236984
530311,,Slight,1,1,06/08/2011,Saturday,6,August,11,22,55,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,322560,669880,554753,Segment,S.V.N.P.,362769,unset,EH141DN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9158078643,-3.23912988831
530711,,Slight,2,1,11/08/2011,Thursday,11,August,11,9,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,323820,675890,563649,Segment,T.V.N.P.,362770,unset,EH52DN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9700015963,-3.2206708307
531511,,Serious,2,1,12/08/2011,Friday,12,August,11,10,32,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323510,671560,522276,Junction,T.V.N.P.,362771,unset,EH111NW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9310526158,-3.22440848611
531711,,Slight,1,1,11/08/2011,Thursday,11,August,11,21,50,230,A,8,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325220,673830,551202,Segment,Cyclist,362772,unset,EH22ER,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9517149477,-3.19767178339
532111,,Slight,1,1,11/08/2011,Thursday,11,August,11,15,40,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,325960,673650,521166,Junction,Pedestrian,362773,unset,EH11LL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9502124369,-3.18577342963
535711,,Slight,1,1,13/08/2011,Saturday,13,August,11,17,15,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327660,674290,2306922,Segment,Pedestrian,362774,unset,EH76AE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9562211003,-3.15872547884
535811,,Slight,1,1,13/08/2011,Saturday,13,August,11,12,50,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324510,673570,520884,Junction,Pedestrian,362775,unset,EH24RT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9492681397,-3.20896747106
535911,,Serious,2,1,15/08/2011,Monday,15,August,11,8,45,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325090,676570,10310176,Segment,Cyclist,362776,unset,EH53EL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9763103871,-3.2005152358
536011,,Slight,1,1,13/08/2011,Saturday,13,August,11,16,0,230,B,900,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,326180,675750,554120,Segment,Pedestrian,362777,unset,EH65BQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9691124544,-3.18282618612
536211,,Slight,2,1,13/08/2011,Saturday,13,August,11,14,0,230,A,1,Single carriageway - 2 lanes,30,Multiple junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,331100,672900,523752,Junction,Cyclist,362778,unset,EH153BA,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9442387767,-3.10328093814
536411,,Slight,2,1,14/08/2011,Sunday,14,August,11,15,25,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,312030,678230,3948649,Junction,T.V.N.P.,362779,unset,EH309XJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9890069067,-3.41029278485
537011,,Slight,1,2,13/08/2011,Saturday,13,August,11,16,7,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,325770,674330,520590,Junction,Bus,362780,unset,EH13HP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9562921641,-3.1890028415
537111,,Slight,2,1,13/08/2011,Saturday,13,August,11,12,58,230,C,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325150,673060,521460,Junction,T.V.N.P.,362781,unset,EH39HH,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9447864804,-3.19857889931
537911,,Slight,1,1,14/08/2011,Sunday,14,August,11,18,0,230,A,7,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325860,673960,569270,Segment,Pedestrian,362782,unset,EH11TR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9529820244,-3.18745982052
538611,,Slight,1,1,07/08/2011,Sunday,7,August,11,2,5,230,Unclassified,,One way Street,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,325610,673490,567186,Segment,Pedestrian,362783,unset,EH12EX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9487209637,-3.19133328724
539211,,Slight,2,3,15/08/2011,Monday,15,August,11,19,37,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326380,674880,520266,Junction,T.V.N.P.,362784,unset,EH75HP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9613271705,-3.17938456056
539411,,Slight,2,1,15/08/2011,Monday,15,August,11,21,25,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,322280,671170,529564,Junction,T.V.N.P.,362785,unset,EH141QB,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.927351749,-3.2439801857
540411,,Slight,1,2,16/08/2011,Tuesday,16,August,11,0,1,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,320490,668550,0,Unset,S.V.N.P.,362786,unset,EH146BA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9035219959,-3.27185205025
540611,,Slight,2,1,05/08/2011,Friday,5,August,11,23,15,230,A,900,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,326090,674460,520665,Junction,Cyclist,362787,unset,EH13NQ,Control by other authorised person,Zebra crossing,At scene,55.9575094044,-3.18391402196
541211,,Slight,3,1,16/08/2011,Tuesday,16,August,11,6,40,230,C,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327030,675220,519900,Junction,M.V.N.P.,362788,unset,EH68RT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9644808877,-3.16906616566
541411,,Slight,2,1,15/08/2011,Monday,15,August,11,11,0,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,329760,673300,523641,Junction,Bus,362789,unset,EH151ND,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9476384645,-3.12483763776
542211,,Slight,2,1,16/08/2011,Tuesday,16,August,11,13,48,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,321960,672450,521913,Junction,Cyclist,362790,unset,EH125SA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9387990796,-3.24947077954
542411,,Serious,2,1,16/08/2011,Tuesday,16,August,11,15,43,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328960,669850,0,Unset,T.V.N.P.,362791,unset,EH177RN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.916525816,-3.13673825438
543011,,Slight,2,1,16/08/2011,Tuesday,16,August,11,20,0,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,328400,674980,523317,Junction,Cyclist,362792,unset,EH76EP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9625309154,-3.14705834735
543111,,Slight,2,1,16/08/2011,Tuesday,16,August,11,13,56,230,Unclassified,,Single carriageway - 2 lanes,40,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,312440,672230,12231704,Junction,T.V.N.P.,362793,unset,EH288PJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9351832448,-3.40177223093
543511,,Slight,1,3,16/08/2011,Tuesday,16,August,11,13,5,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,326030,673300,521586,Junction,Pedestrian,362794,unset,EH89BE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9470788516,-3.18455662008
