acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,latitude,longitude,geojson
280010,,Slight,2,1,15/04/2010,Thursday,15,April,10,13,45,230,A,702,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324540,671090,549078,Segment,T.V.N.P.,353889,unset,EH104RD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9269929304,-3.20779362088,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20779362088, 55.9269929304}}"
280910,,Slight,2,1,16/04/2010,Friday,16,April,10,7,50,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325710,674320,566771,Segment,T.V.N.P.,353890,unset,EH13EP,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9561930514,-3.18996092144,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18996092144, 55.9561930514}}"
281710,,Slight,2,1,14/04/2010,Wednesday,14,April,10,18,15,230,A,8,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322770,673240,550586,Segment,T.V.N.P.,353891,unset,EH126DE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9460270344,-3.23673173484,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.23673173484, 55.9460270344}}"
281810,,Slight,2,1,16/04/2010,Friday,16,April,10,16,10,230,A,7,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325990,673420,521589,Junction,Cyclist,353892,unset,EH11HR,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9481507616,-3.18522995907,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18522995907, 55.9481507616}}"
282210,,Slight,1,1,17/04/2010,Saturday,17,April,10,18,40,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322520,670230,554747,Segment,Bus,353893,unset,EH141DL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9189457422,-3.23987013027,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.23987013027, 55.9189457422}}"
284710,,Slight,2,2,16/04/2010,Friday,16,April,10,21,39,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,326010,675940,10217442,Junction,T.V.N.P.,353894,unset,EH65QB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.970793226,-3.18560166294,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18560166294, 55.970793226}}"
285310,,Slight,2,1,18/04/2010,Sunday,18,April,10,15,10,230,A,8,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,320010,672930,550692,Segment,T.V.N.P.,353895,unset,EH127SD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9427907134,-3.28082518417,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.28082518417, 55.9427907134}}"
287510,,Slight,1,1,19/04/2010,Monday,19,April,10,17,28,230,Unclassified,,Single carriageway - 2 lanes,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319740,671450,9659167,Junction,Pedestrian,353896,unset,EH113UP,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9294500096,-3.28470714513,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.28470714513, 55.9294500096}}"
288010,,Slight,1,1,09/01/2010,Saturday,9,January,10,12,0,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lighting unknown,Unknown,Dry,None,None,No overtaking,321540,675500,12285884,Junction,Pedestrian,344657,unset,EH44QT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9661308654,-3.25708106755,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.25708106755, 55.9661308654}}"
288110,,Slight,1,3,20/04/2010,Tuesday,20,April,10,1,0,230,Unclassified,,Single carriageway - 2 lanes,60,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,316680,664970,0,Unset,S.V.N.P.,353897,unset,EH147JU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.87071678,-3.331677365,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.331677365, 55.87071678}}"
288410,,Slight,2,1,19/04/2010,Monday,19,April,10,9,56,230,A,900,Roundabout,30,Roundabout,Give way sign or markings,A,900,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326130,674520,520242,Junction,Cyclist,353898,unset,EH13NH,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.95805459,-3.18328988861,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18328988861, 55.95805459}}"
289410,,Serious,2,1,20/04/2010,Tuesday,20,April,10,11,12,230,Unclassified,,Roundabout,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326910,673690,0,Unset,T.V.N.P.,353899,unset,EH88DX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,At scene,55.950717225,-3.17057332424,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17057332424, 55.950717225}}"
290210,,Slight,1,1,21/04/2010,Wednesday,21,April,10,13,39,230,A,7,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326140,673070,521568,Junction,Bus,353900,unset,EH89DD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9450294696,-3.18273251443,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18273251443, 55.9450294696}}"
290710,,Slight,2,2,15/04/2010,Thursday,15,April,10,18,25,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,321870,672180,0,Unset,T.V.N.P.,353901,unset,EH113BA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9363588639,-3.25083317867,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.25083317867, 55.9363588639}}"
290910,,Slight,2,1,21/04/2010,Wednesday,21,April,10,15,30,230,B,6415,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,330510,673870,523602,Junction,Cyclist,353902,unset,EH151AF,Control by school crossing patrol,Pedestrian phase at traffic signal junction,Elsewhere,55.9528684439,-3.11297644876,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.11297644876, 55.9528684439}}"
291010,,Slight,1,2,21/04/2010,Wednesday,21,April,10,8,10,230,A,90,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,323870,674230,520461,Junction,Pedestrian,353903,unset,EH43AP,Control by other authorised person,Central refuge - no other controls,At scene,55.9550964757,-3.21940080087,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.21940080087, 55.9550964757}}"
291110,,Slight,2,2,21/04/2010,Wednesday,21,April,10,7,30,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323370,677260,12227194,Junction,T.V.N.P.,353904,unset,EH51PN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9822376888,-3.22826954327,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.22826954327, 55.9822376888}}"
292710,,Slight,1,1,21/04/2010,Wednesday,21,April,10,4,0,230,A,701,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,Any animal in carriagway (except riden hors,No overtaking,327330,668150,570770,Segment,Bus,353905,unset,EH166PN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9010095452,-3.16235756791,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.16235756791, 55.9010095452}}"
294110,,Slight,2,1,21/04/2010,Wednesday,21,April,10,14,0,230,Unclassified,,Single carriageway - 2 lanes,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326500,676890,0,Unset,T.V.N.P.,353906,unset,EH66NL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9794031685,-3.17801123991,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17801123991, 55.9794031685}}"
294710,,Slight,1,1,18/04/2010,Sunday,18,April,10,19,55,230,A,900,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327170,676170,558461,Segment,Bus,353907,unset,EH67AE,Control by other authorised person,Central refuge - no other controls,Elsewhere,55.973036869,-3.16708062641,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.16708062641, 55.973036869}}"
295110,,Slight,1,1,23/04/2010,Friday,23,April,10,2,0,230,A,900,Dual carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,A,900,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,326110,674460,520659,Junction,S.V.N.P.,353908,unset,EH13AF,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9575124808,-3.18359373246,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18359373246, 55.9575124808}}"
295810,,Slight,2,1,22/04/2010,Thursday,22,April,10,20,30,230,C,,Roundabout,40,Roundabout,Give way sign or markings,A,71,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,320740,671130,529504,Junction,T.V.N.P.,353909,unset,EH113PA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9267410881,-3.26861083513,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.26861083513, 55.9267410881}}"
297710,,Slight,1,1,23/04/2010,Friday,23,April,10,17,30,230,A,7,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325940,673650,521103,Junction,Pedestrian,353910,unset,EH11LL,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9502093551,-3.18609365861,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18609365861, 55.9502093551}}"
298710,,Slight,1,1,24/04/2010,Saturday,24,April,10,18,50,230,A,90,One way Street,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324620,673890,520971,Junction,Bus,353911,unset,EH24DR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9521602299,-3.20729573147,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20729573147, 55.9521602299}}"
299210,,Slight,2,1,22/04/2010,Thursday,22,April,10,14,0,230,A,8,Roundabout,30,Roundabout,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,317560,672570,9658425,Junction,T.V.N.P.,353912,unset,EH129BS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.939142736,-3.3199338217,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.3199338217, 55.939142736}}"
299310,,Slight,2,1,24/04/2010,Saturday,24,April,10,22,15,230,Unclassified,,Roundabout,30,Roundabout,Give way sign or markings,C,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,322950,675750,519397,Junction,T.V.N.P.,353913,unset,EH52DG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9686050708,-3.23456760824,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.23456760824, 55.9686050708}}"
299410,,Slight,2,1,24/04/2010,Saturday,24,April,10,13,0,230,A,8,Single carriageway - 2 lanes,30,Other junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324280,673390,521310,Junction,Bus,353914,unset,EH38HP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9476148697,-3.21259943708,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.21259943708, 55.9476148697}}"
