acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,latitude,longitude,geojson
237110,,Slight,2,4,29/03/2010,Monday,29,March,10,16,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,323630,671160,564166,Segment,T.V.N.P.,353742,unset,EH105BZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9274781658,-3.22237494255,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.22237494255, 55.9274781658}}"
237210,,Slight,1,1,26/03/2010,Friday,26,March,10,11,0,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325680,673950,521082,Junction,S.V.N.P.,353743,unset,EH22EJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9528643785,-3.19033932631,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19033932631, 55.9528643785}}"
238410,,Slight,1,1,30/03/2010,Tuesday,30,March,10,8,35,230,B,701,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,328070,668360,2105918,Segment,Pedestrian,353744,unset,EH178HR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9030073317,-3.15057980618,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.15057980618, 55.9030073317}}"
238910,,Slight,2,1,30/03/2010,Tuesday,30,March,10,15,45,230,Unclassified,,Single carriageway - 2 lanes,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining with high winds,Dry,None,None,No overtaking,328130,674940,523299,Junction,T.V.N.P.,353745,unset,EH76EH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9621312327,-3.15137219607,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.15137219607, 55.9621312327}}"
239210,,Serious,1,2,30/03/2010,Tuesday,30,March,10,19,50,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Snowing with high winds,Dry,None,None,No overtaking,327520,668430,0,Unset,Pedestrian,353746,unset,EH166PU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.903553721,-3.15939425438,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.15939425438, 55.903553721}}"
239310,,Slight,1,2,30/03/2010,Tuesday,30,March,10,18,30,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,C,,Daylight: street lights present,Raining with high winds,Dry,None,Other object in carriageway,No overtaking,326170,673720,521160,Junction,S.V.N.P.,353747,unset,EH88BD,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9508736197,-3.18243018902,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18243018902, 55.9508736197}}"
239410,,Slight,1,1,30/03/2010,Tuesday,30,March,10,17,50,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Raining with high winds,Dry,None,None,No overtaking,320730,675450,519759,Junction,Bus,353748,unset,EH45AA,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9655486763,-3.27004055317,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.27004055317, 55.9655486763}}"
240610,,Slight,2,1,30/03/2010,Tuesday,30,March,10,21,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Snowing with high winds,Dry,None,None,No overtaking,326330,676400,563718,Segment,T.V.N.P.,353749,unset,EH64AQ,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9749750114,-3.18060113388,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18060113388, 55.9749750114}}"
241110,,Slight,3,3,31/03/2010,Wednesday,31,March,10,16,10,230,Unclassified,,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,317810,672350,9658643,Segment,M.V.N.P.,353750,unset,EH129DF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9372091783,-3.31586529147,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.31586529147, 55.9372091783}}"
247210,,Slight,2,1,02/04/2010,Friday,2,April,10,9,46,230,A,90,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324650,673720,520962,Junction,T.V.N.P.,353849,unset,EH24DB,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9506376851,-3.20676785709,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20676785709, 55.9506376851}}"
248010,,Slight,3,1,02/04/2010,Friday,2,April,10,13,5,230,A,90,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319210,674930,555498,Segment,Cyclist,353850,unset,EH46ER,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9606239735,-3.29423068873,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.29423068873, 55.9606239735}}"
248110,,Slight,2,2,22/03/2010,Monday,22,March,10,10,7,230,B,701,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,329330,668760,2105876,Segment,T.V.N.P.,353751,unset,EH177AN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9067876049,-3.13053405305,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.13053405305, 55.9067876049}}"
248310,,Slight,2,2,02/04/2010,Friday,2,April,10,18,30,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,313870,671090,12231785,Junction,T.V.N.P.,353851,unset,EH288NP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9252006238,-3.37852279397,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.37852279397, 55.9252006238}}"
249110,,Serious,1,1,03/04/2010,Saturday,3,April,10,0,1,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,329810,670970,12228386,Segment,S.V.N.P.,353852,unset,EH164JJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9267127932,-3.12343106328,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.12343106328, 55.9267127932}}"
250810,,Slight,1,1,09/03/2010,Tuesday,9,March,10,18,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,322710,675350,0,Unset,Pedestrian,353752,unset,EH42NW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9649730254,-3.23829732628,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.23829732628, 55.9649730254}}"
251010,,Slight,2,1,02/04/2010,Friday,2,April,10,20,55,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,C,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,322210,670830,529735,Junction,T.V.N.P.,353853,unset,EH141LS,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9242859633,-3.24500236406,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.24500236406, 55.9242859633}}"
251810,,Slight,1,1,03/04/2010,Saturday,3,April,10,11,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322430,671160,561769,Segment,Bus,353854,unset,EH141QA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9272861269,-3.24157705933,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.24157705933, 55.9272861269}}"
251910,,Slight,1,1,02/04/2010,Friday,2,April,10,16,0,230,A,901,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,B,900,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326730,676160,531355,Junction,Pedestrian,353855,unset,EH65JB,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9728800874,-3.17412712304,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17412712304, 55.9728800874}}"
252410,,Fatal,1,1,04/04/2010,Sunday,4,April,10,2,18,230,A,702,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,324770,673360,522333,Junction,S.V.N.P.,353856,unset,EH38BR,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9474223059,-3.20474604039,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20474604039, 55.9474223059}}"
252710,,Slight,1,1,03/04/2010,Saturday,3,April,10,15,0,230,A,6106,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,330380,672700,569123,Segment,Pedestrian,353857,unset,EH153NY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9423382033,-3.11475608436,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.11475608436, 55.9423382033}}"
253010,,Slight,1,1,03/04/2010,Saturday,3,April,10,16,0,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323050,671920,522270,Junction,Bus,353858,unset,EH111QW,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9342133865,-3.23187262136,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.23187262136, 55.9342133865}}"
253210,,Slight,2,2,04/04/2010,Sunday,4,April,10,14,30,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Stop sign,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,321520,674380,520395,Junction,T.V.N.P.,353859,unset,EH43RG,Control by other authorised person,Zebra crossing,At scene,55.9560659212,-3.25707520817,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.25707520817, 55.9560659212}}"
255210,,Slight,2,1,05/04/2010,Monday,5,April,10,16,45,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323960,672570,559451,Segment,Pedestrian,353860,unset,EH111BP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.940197631,-3.21749154365,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.21749154365, 55.940197631}}"
255910,,Slight,2,1,05/04/2010,Monday,5,April,10,16,15,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319550,669460,0,Unset,T.V.N.P.,353861,unset,EH143BX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9115409122,-3.28715494854,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.28715494854, 55.9115409122}}"
257610,,Slight,3,1,05/04/2010,Monday,5,April,10,22,0,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine with high winds,Dry,None,None,No overtaking,328830,674360,12239340,Segment,M.V.N.P.,353862,unset,EH76PW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9570247244,-3.14000737888,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.14000737888, 55.9570247244}}"
260710,,Slight,1,1,07/04/2010,Wednesday,7,April,10,17,5,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326810,674070,520701,Junction,Pedestrian,353863,unset,EH88DX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9541159002,-3.17227766045,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17227766045, 55.9541159002}}"
263110,,Slight,3,2,08/04/2010,Thursday,8,April,10,16,35,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320840,670860,565148,Segment,M.V.N.P.,353864,unset,EH114SR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.924331969,-3.26693156351,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.26693156351, 55.924331969}}"
263210,,Slight,2,1,08/04/2010,Thursday,8,April,10,18,0,230,A,772,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328770,669210,569375,Segment,Cyclist,353865,unset,EH177JG,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9107479053,-3.13960916185,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.13960916185, 55.9107479053}}"
263610,,Slight,2,1,04/04/2010,Sunday,4,April,10,23,35,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present but unlit,Fine (without high winds),Dry,None,None,No overtaking,328440,674550,0,Unset,T.V.N.P.,353866,unset,EH76LH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.958673754,-3.14630348096,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.14630348096, 55.958673754}}"
264810,,Slight,2,1,09/04/2010,Friday,9,April,10,11,44,230,A,8,Single carriageway - 2 lanes,40,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,321080,672870,521751,Junction,Cyclist,353867,unset,EH125YS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9424285597,-3.26367917101,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.26367917101, 55.9424285597}}"
264910,,Serious,2,1,17/03/2010,Wednesday,17,March,10,17,0,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Unknown,Dry,None,None,No overtaking,329230,671800,0,Unset,T.V.N.P.,353753,unset,EH164NQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9340845986,-3.13292983758,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.13292983758, 55.9340845986}}"
265010,,Slight,1,1,09/04/2010,Friday,9,April,10,12,0,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,313440,678030,12230279,Segment,Bus,353868,unset,EH309JX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9874666959,-3.38763150252,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.38763150252, 55.9874666959}}"
265310,,Slight,3,3,09/04/2010,Friday,9,April,10,10,20,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320790,672820,521739,Junction,M.V.N.P.,353869,unset,EH127AU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.941931679,-3.26830673759,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.26830673759, 55.941931679}}"
265510,,Slight,2,1,09/04/2010,Friday,9,April,10,14,20,230,A,7,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326390,672490,532687,Junction,T.V.N.P.,353870,unset,EH89PT,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9398571428,-3.17857191504,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17857191504, 55.9398571428}}"
265610,,Slight,2,1,08/04/2010,Thursday,8,April,10,18,40,230,A,71,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322850,672230,521964,Junction,Cyclist,353871,unset,EH111TX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9369663019,-3.23516215137,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.23516215137, 55.9369663019}}"
266910,,Slight,1,1,30/03/2010,Tuesday,30,March,10,8,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,325640,676730,10310421,Segment,Bus,353754,unset,EH64QD,Control by school crossing patrol,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9778333053,-3.19174723322,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19174723322, 55.9778333053}}"
267210,,Slight,1,2,09/04/2010,Friday,9,April,10,17,40,230,A,700,Single carriageway - 2 lanes,30,Multiple junction,Automatic Traffic Signal,A,702,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324920,672970,533371,Junction,Pedestrian,353872,unset,EH39JG,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9439420619,-3.2022359455,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.2022359455, 55.9439420619}}"
269310,,Slight,2,1,11/04/2010,Sunday,11,April,10,10,30,230,A,90,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323770,674230,520464,Junction,Cyclist,353873,unset,EH43TP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9550806203,-3.22100212698,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.22100212698, 55.9550806203}}"
269510,,Slight,1,1,11/04/2010,Sunday,11,April,10,13,40,230,A,1140,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328430,674150,523368,Junction,Bus,353874,unset,EH87EH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.95507866,-3.14635741405,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.14635741405, 55.95507866}}"
270110,,Slight,1,1,10/04/2010,Saturday,10,April,10,16,0,230,A,70,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322760,671610,522231,Junction,Pedestrian,353875,unset,EH141NY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9313819268,-3.23642523785,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.23642523785, 55.9313819268}}"
270210,,Slight,2,1,11/04/2010,Sunday,11,April,10,13,30,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,320560,672820,521745,Junction,Cyclist,353876,unset,EH126JP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9418937249,-3.27198846744,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.27198846744, 55.9418937249}}"
272010,,Serious,2,1,12/04/2010,Monday,12,April,10,12,55,230,A,901,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326860,676010,531349,Junction,Cyclist,353877,unset,EH65HX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9715523217,-3.17200366222,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.17200366222, 55.9715523217}}"
273110,,Serious,1,1,12/04/2010,Monday,12,April,10,11,48,230,A,71,Roundabout,40,Roundabout,Automatic Traffic Signal,A,71,Daylight: no street lighting,Other,Dry,None,None,No overtaking,318630,670430,2586683,Junction,Cyclist,353878,unset,EH144AW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9201002813,-3.30216227036,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.30216227036, 55.9201002813}}"
273810,,Slight,3,1,13/04/2010,Tuesday,13,April,10,12,45,230,B,6415,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,330340,674080,523473,Junction,M.V.N.P.,353879,unset,EH151AN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,At scene,55.9547304917,-3.1157529151,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.1157529151, 55.9547304917}}"
273910,,Slight,2,1,12/04/2010,Monday,12,April,10,12,30,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323280,676730,12233130,Junction,T.V.N.P.,353880,unset,EH51NG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9774619472,-3.22956065556,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.22956065556, 55.9774619472}}"
274310,,Slight,2,1,13/04/2010,Tuesday,13,April,10,18,0,230,A,8,Roundabout,40,Roundabout,Automatic Traffic Signal,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,317560,672570,9658425,Junction,T.V.N.P.,353881,unset,EH129BS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.939142736,-3.3199338217,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.3199338217, 55.939142736}}"
274910,,Slight,3,1,13/04/2010,Tuesday,13,April,10,17,15,230,A,199,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328790,675690,523248,Junction,M.V.N.P.,353882,unset,EH67LW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9689675428,-3.14099949633,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.14099949633, 55.9689675428}}"
275910,,Slight,2,1,14/04/2010,Wednesday,14,April,10,9,0,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327620,674420,520743,Junction,Cyclist,353883,unset,EH76AE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,At scene,55.9573829919,-3.15940095367,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.15940095367, 55.9573829919}}"
276010,,Slight,1,1,14/04/2010,Wednesday,14,April,10,9,0,230,A,1,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327590,674320,2106028,Segment,Bus,353884,unset,EH75TP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9564800744,-3.15985452407,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.15985452407, 55.9564800744}}"
276110,,Slight,1,1,13/04/2010,Tuesday,13,April,10,18,40,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,312390,674160,517330,Junction,S.V.N.P.,353885,unset,EH299DY,Control by other authorised person,Central refuge - no other controls,Elsewhere,55.9525115865,-3.40319925973,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.40319925973, 55.9525115865}}"
276810,,Slight,2,1,14/04/2010,Wednesday,14,April,10,17,30,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,323800,670250,529993,Junction,T.V.N.P.,353886,unset,EH105QY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9193298507,-3.21939788991,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.21939788991, 55.9193298507}}"
279010,,Slight,2,1,15/04/2010,Thursday,15,April,10,17,50,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,A,901,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325000,676980,519037,Junction,T.V.N.P.,353887,unset,EH53BY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9799796938,-3.20207147326,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20207147326, 55.9799796938}}"
279110,,Slight,2,1,15/04/2010,Thursday,15,April,10,20,25,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325330,674200,566762,Segment,T.V.N.P.,353888,unset,EH21JE,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9550560804,-3.19601294718,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19601294718, 55.9550560804}}"
